Date,Open,High,Low,Close,Adj Close,Volume
2010-02-26,127.010002,128.000000,126.739998,127.160004,94.644608,4784200
2010-03-01,127.500000,128.830002,127.470001,128.570007,95.694054,4577700
2010-03-02,128.699997,129.089996,127.129997,127.419998,94.838089,6013300
2010-03-03,127.730003,128.020004,126.680000,126.879997,94.436157,6390000
2010-03-04,127.070000,127.070000,125.470001,126.720001,94.317101,6032300
2010-03-05,127.169998,127.550003,127.040001,127.250000,94.711594,6140200
2010-03-08,127.059998,127.500000,126.360001,126.410004,94.086372,6199300
2010-03-09,126.269997,126.290001,125.199997,125.550003,93.446281,7528800
2010-03-10,125.989998,126.360001,125.209999,125.620003,93.498390,6916200
2010-03-11,125.709999,127.809998,125.709999,127.599998,94.972076,7922200
2010-03-12,127.910004,128.369995,127.510002,127.940002,95.225151,5169500
2010-03-15,127.400002,128.339996,127.279999,127.830002,95.143288,4497700
2010-03-16,128.000000,128.880005,127.449997,128.669998,95.768478,6134900
2010-03-17,128.899994,128.929993,127.360001,127.760002,95.091171,6348400
2010-03-18,127.459999,128.750000,127.449997,128.380005,95.552620,4954400
2010-03-19,127.709999,128.929993,126.779999,127.709999,95.053963,10744300
2010-03-22,127.110001,128.389999,126.570000,127.980003,95.254890,5651900
2010-03-23,127.940002,129.429993,127.639999,129.369995,96.289474,5978500
2010-03-24,128.630005,129.949997,128.470001,128.529999,95.664284,6669300
2010-03-25,129.360001,130.729996,129.130005,129.240005,96.192749,7603200
2010-03-26,128.929993,129.779999,128.720001,129.259995,96.207603,5550800
2010-03-29,129.300003,129.949997,128.259995,128.589996,95.708916,4643000
2010-03-30,128.899994,129.130005,128.250000,128.770004,95.842888,3426600
2010-03-31,128.229996,128.750000,127.650002,128.250000,95.455879,4904800
2010-04-01,128.949997,129.309998,127.550003,128.250000,95.455879,4980500
2010-04-05,128.380005,129.800003,128.139999,129.350006,96.274605,4118700
2010-04-06,128.679993,129.300003,128.050003,128.929993,95.962013,3926300
2010-04-07,128.529999,129.270004,128.009995,128.479996,95.627052,5157000
2010-04-08,128.039993,128.229996,127.199997,127.610001,94.979523,6006900
2010-04-09,127.879997,128.869995,127.120003,128.759995,95.835449,5185100
2010-04-12,128.570007,128.960007,128.240005,128.360001,95.537727,3992300
2010-04-13,128.259995,129.429993,127.839996,129.029999,96.036415,6819100
2010-04-14,129.729996,131.419998,129.460007,131.250000,97.688766,8545800
2010-04-15,130.529999,131.139999,130.190002,130.889999,97.420807,6425300
2010-04-16,130.679993,132.169998,130.250000,130.630005,97.227295,9546200
2010-04-19,130.380005,132.279999,130.380005,132.229996,98.418144,11353700
2010-04-20,129.199997,130.330002,128.259995,129.690002,96.527657,15216500
2010-04-21,129.869995,130.270004,128.500000,128.990005,96.006653,7559200
2010-04-22,128.639999,129.360001,127.769997,129.130005,96.110855,6018500
2010-04-23,129.080002,130.100006,128.710007,129.990005,96.750969,6197300
2010-04-26,129.759995,131.039993,129.539993,130.729996,97.301727,5285400
2010-04-27,129.899994,132.000000,128.710007,128.820007,95.880127,10916700
2010-04-28,129.399994,130.470001,129.029999,130.100006,96.832825,7122300
2010-04-29,130.550003,131.210007,130.149994,130.460007,97.100777,5786900
2010-04-30,130.429993,130.639999,128.839996,129.000000,96.014107,6266700
2010-05-03,129.389999,130.139999,128.800003,129.600006,96.460640,4992100
2010-05-04,128.889999,128.929993,126.570000,128.119995,95.359131,8285000
2010-05-05,127.120003,128.229996,126.870003,127.459999,94.867882,6072800
2010-05-06,126.290001,127.930000,116.000000,123.919998,92.705833,13168800
2010-05-07,123.360001,124.389999,120.000000,122.099998,91.344284,10584800
2010-05-10,126.269997,126.669998,125.059998,126.269997,94.463898,8463900
2010-05-11,125.209999,128.419998,125.150002,126.889999,94.927704,6498900
2010-05-12,127.160004,132.850006,127.010002,132.679993,99.259293,16626900
2010-05-13,130.929993,133.100006,130.850006,131.479996,98.361534,10497800
2010-05-14,131.059998,131.669998,129.410004,131.190002,98.144608,9920100
2010-05-17,130.679993,131.759995,128.699997,130.440002,97.583542,8923400
2010-05-18,131.259995,131.990005,129.899994,129.949997,97.216957,9330000
2010-05-19,129.369995,130.500000,127.820000,128.860001,96.401505,8669300
2010-05-20,127.220001,127.959999,123.680000,123.800003,92.616051,13176500
2010-05-21,122.160004,125.610001,121.400002,125.419998,93.827995,12639500
2010-05-24,125.260002,126.019997,124.040001,124.449997,93.102364,6868600
2010-05-25,121.470001,124.949997,121.470001,124.519997,93.154709,9494800
2010-05-26,124.889999,125.940002,123.000000,123.230003,92.189644,9083200
2010-05-27,125.050003,126.389999,124.769997,126.389999,94.553665,7725900
2010-05-28,125.959999,126.279999,124.290001,125.260002,93.708305,7421900
2010-06-01,124.690002,126.879997,124.199997,124.339996,93.020035,7135400
2010-06-02,124.849998,127.500000,124.349998,127.410004,95.316757,7705300
2010-06-03,127.750000,128.220001,126.459999,127.959999,95.728210,6645300
2010-06-04,126.370003,127.099998,124.669998,125.279999,93.723289,9669200
2010-06-07,125.570000,125.860001,124.129997,124.129997,92.862923,6951400
2010-06-08,124.260002,124.459999,122.820000,123.720001,92.556213,8399200
2010-06-09,124.830002,125.839996,123.580002,123.900002,92.690887,7795500
2010-06-10,125.989998,128.220001,125.800003,127.680000,95.518738,7479700
2010-06-11,126.730003,128.800003,126.440002,128.449997,96.094803,5820200
2010-06-14,128.500000,129.970001,128.490005,128.500000,96.132187,6753000
2010-06-15,128.929993,129.949997,128.369995,129.789993,97.097252,6652500
2010-06-16,128.339996,130.679993,128.339996,130.350006,97.516197,6401000
2010-06-17,130.070007,131.029999,129.860001,130.979996,97.987495,5571000
2010-06-18,131.020004,131.250000,130.130005,130.149994,97.366570,9581400
2010-06-21,131.419998,131.940002,130.220001,130.649994,97.740608,6857800
2010-06-22,130.369995,131.470001,129.070007,129.300003,96.730667,6030200
2010-06-23,129.250000,131.470001,129.089996,130.110001,97.336647,6855800
2010-06-24,129.570007,129.729996,127.699997,128.190002,95.900261,5565500
2010-06-25,128.339996,129.100006,127.120003,127.120003,95.099792,10420400
2010-06-28,127.650002,129.470001,127.220001,128.979996,96.491295,6335100
2010-06-29,127.349998,128.399994,124.120003,125.089996,93.581123,9376200
2010-06-30,124.830002,125.220001,123.000000,123.480003,92.376678,8018000
2010-07-01,123.550003,124.209999,121.610001,122.570000,91.695908,9742100
2010-07-02,123.290001,123.290001,120.610001,121.860001,91.164742,6454500
2010-07-06,123.580002,124.629997,122.169998,123.459999,92.361702,6348700
2010-07-07,123.470001,127.120003,123.470001,127.000000,95.010040,7090300
2010-07-08,127.370003,128.149994,126.739998,127.970001,95.735687,5439300
2010-07-09,127.900002,128.199997,127.290001,127.959999,95.728210,3898000
2010-07-12,127.370003,128.830002,127.160004,128.669998,96.259377,4206900
2010-07-13,128.970001,130.979996,128.690002,130.479996,97.613434,6687700
2010-07-14,129.320007,131.600006,129.139999,130.720001,97.792976,6607200
2010-07-15,129.869995,130.919998,129.550003,130.720001,97.792976,6186800
2010-07-16,129.960007,130.149994,127.849998,128.029999,95.780571,7002900
2010-07-19,128.669998,130.380005,128.369995,129.789993,97.097252,8388600
2010-07-20,122.970001,126.559998,122.930000,126.550003,94.673386,16337400
2010-07-21,126.440002,126.500000,124.620003,125.269997,93.715790,8615500
2010-07-22,126.320000,127.779999,126.050003,127.470001,95.361641,6909000
2010-07-23,127.300003,128.800003,127.000000,128.380005,96.042419,5078000
2010-07-26,128.179993,128.429993,127.139999,128.410004,96.064873,5174900
2010-07-27,128.779999,129.169998,127.889999,128.630005,96.229424,4648200
2010-07-28,128.669998,129.350006,127.879997,128.429993,96.079834,4248800
2010-07-29,129.059998,129.500000,127.139999,128.020004,95.773102,8994200
2010-07-30,127.430000,128.979996,127.040001,128.399994,96.057358,6021000
2010-08-02,129.250000,131.199997,129.250000,130.759995,97.822914,6437500
2010-08-03,130.029999,131.039993,129.330002,130.369995,97.531158,5091800
2010-08-04,130.460007,131.500000,129.850006,131.270004,98.204445,4567500
2010-08-05,130.729996,131.979996,130.529999,131.830002,98.623405,4520600
2010-08-06,130.410004,130.479996,128.759995,130.139999,97.841507,6136200
2010-08-09,130.789993,132.339996,130.399994,132.000000,99.239899,6131700
2010-08-10,131.179993,132.490005,130.770004,131.839996,99.119583,5471700
2010-08-11,130.690002,130.690002,129.460007,129.830002,97.608437,6316100
2010-08-12,127.690002,128.779999,127.519997,128.300003,96.458176,5132200
2010-08-13,127.959999,128.460007,127.330002,127.870003,96.134888,4669400
2010-08-16,127.470001,128.229996,126.959999,127.769997,96.059692,4009200
2010-08-17,128.830002,129.850006,127.900002,128.449997,96.570938,4298300
2010-08-18,128.869995,130.199997,127.800003,129.389999,97.277634,4883200
2010-08-19,128.669998,129.589996,128.020004,128.899994,96.909241,5402400
2010-08-20,128.720001,128.979996,126.959999,127.500000,95.856712,6246300
2010-08-23,127.570000,128.029999,126.440002,126.470001,95.082352,4034400
2010-08-24,125.209999,126.019997,124.570000,124.900002,93.901993,5621200
2010-08-25,124.570000,125.599998,124.000000,125.269997,94.180138,5235300
2010-08-26,125.779999,125.779999,122.779999,122.779999,92.308128,7746600
2010-08-27,123.830002,124.800003,122.419998,124.730003,93.774162,6214200
2010-08-30,125.080002,125.269997,123.400002,123.400002,92.774254,3604000
2010-08-31,123.309998,123.989998,122.279999,123.129997,92.571274,5624200
2010-09-01,125.309998,126.309998,124.519997,125.769997,94.556061,5623100
2010-09-02,126.029999,126.230003,124.650002,125.040001,94.007263,5103300
2010-09-03,126.220001,127.599998,125.900002,127.580002,95.916862,5142900
2010-09-07,126.989998,127.360001,125.879997,125.949997,94.691399,4353300
2010-09-08,126.019997,126.519997,125.389999,126.080002,94.789131,4477500
2010-09-09,127.269997,127.570000,126.150002,126.360001,94.999641,3436700
2010-09-10,126.989998,128.289993,126.260002,127.989998,96.225098,4418700
2010-09-13,128.630005,130.000000,128.520004,129.610001,97.443069,5271300
2010-09-14,128.429993,129.919998,128.429993,128.850006,96.871666,4850500
2010-09-15,128.649994,129.960007,128.539993,129.429993,97.307716,4762500
2010-09-16,129.199997,129.949997,128.800003,129.669998,97.488167,4685000
2010-09-17,129.919998,130.600006,129.699997,130.190002,97.879112,10397400
2010-09-20,130.240005,132.089996,130.110001,131.789993,99.082024,7145500
2010-09-21,131.449997,132.800003,130.779999,131.979996,99.224838,5267900
2010-09-22,131.610001,132.580002,131.399994,132.570007,99.668404,4922400
2010-09-23,131.419998,132.779999,131.220001,131.669998,98.991806,3898800
2010-09-24,132.419998,134.149994,132.339996,134.110001,100.826233,7122400
2010-09-27,133.509995,135.000000,133.509995,134.649994,101.232201,6155400
2010-09-28,134.669998,135.139999,133.710007,134.889999,101.412651,7481300
2010-09-29,134.399994,135.800003,134.339996,135.479996,101.856194,5151200
2010-09-30,135.500000,136.110001,133.669998,134.139999,100.848755,6425800
2010-10-01,135.509995,136.279999,135.089996,135.639999,101.976509,5621200
2010-10-04,135.229996,135.919998,134.389999,135.250000,101.683289,4059900
2010-10-05,136.179993,137.899994,136.119995,137.660004,103.495155,6202500
2010-10-06,136.880005,137.960007,136.830002,137.839996,103.630501,4783000
2010-10-07,137.919998,138.880005,137.520004,138.720001,104.292091,6440800
2010-10-08,138.399994,139.089996,138.059998,138.850006,104.389832,4540800
2010-10-11,138.789993,139.940002,138.639999,139.660004,104.998802,4004300
2010-10-12,138.399994,139.990005,138.270004,139.850006,105.141640,5637300
2010-10-13,139.910004,141.479996,139.779999,140.369995,105.532616,8784300
2010-10-14,140.350006,141.500000,139.690002,141.500000,106.382172,5653100
2010-10-15,142.100006,142.100006,140.539993,141.059998,106.051323,7220400
2010-10-18,140.899994,143.029999,140.839996,142.830002,107.382072,10322700
2010-10-19,137.300003,139.339996,136.699997,138.029999,103.773346,14159100
2010-10-20,138.279999,139.869995,138.130005,139.070007,104.555206,6945500
2010-10-21,139.809998,140.490005,138.399994,139.830002,105.126625,6221200
2010-10-22,140.149994,140.750000,139.460007,139.669998,105.006348,4105300
2010-10-25,140.419998,141.399994,139.809998,139.839996,105.134117,4870000
2010-10-26,139.289993,142.000000,138.529999,140.669998,105.758156,7327100
2010-10-27,139.520004,141.570007,139.000000,141.429993,106.329529,6465300
2010-10-28,141.839996,141.949997,140.419998,140.899994,105.931068,5481600
2010-10-29,140.899994,144.000000,140.750000,143.600006,107.960968,8439300
2010-11-01,143.639999,144.259995,142.320007,143.320007,107.750450,5674600
2010-11-02,143.850006,144.710007,143.710007,143.839996,108.141373,4626400
2010-11-03,144.240005,144.460007,142.630005,144.169998,108.389488,5182100
2010-11-04,144.820007,146.839996,144.710007,146.789993,110.359253,6622500
2010-11-05,145.940002,146.929993,145.669998,146.919998,110.456985,4995800
2010-11-08,145.350006,146.580002,145.250000,146.460007,110.600449,4459700
2010-11-09,146.699997,147.529999,145.630005,146.139999,110.358826,5700600
2010-11-10,146.089996,146.789993,145.630005,146.550003,110.668465,5172000
2010-11-11,144.699997,145.500000,143.350006,145.429993,109.822678,4752200
2010-11-12,144.589996,145.770004,143.550003,143.740005,108.546463,4731500
2010-11-15,143.889999,144.750000,143.270004,143.639999,108.470924,3827700
2010-11-16,142.929993,143.380005,141.179993,142.240005,107.413704,6342100
2010-11-17,142.490005,142.490005,141.389999,141.949997,107.194748,4785900
2010-11-18,143.039993,144.990005,142.750000,144.360001,109.014633,4236200
2010-11-19,144.380005,145.350006,143.990005,145.050003,109.535713,5015900
2010-11-22,144.000000,145.429993,143.559998,145.389999,109.792458,3730700
2010-11-23,144.240005,144.529999,142.330002,143.179993,108.123573,4570300
2010-11-24,143.949997,146.440002,143.820007,145.809998,110.109642,4874100
2010-11-26,145.300003,145.300003,143.570007,143.899994,108.667252,2081300
2010-11-29,143.529999,143.669998,141.500000,142.889999,107.904564,5040300
2010-11-30,142.240005,142.759995,141.279999,141.460007,106.824715,7674800
2010-12-01,143.610001,145.130005,143.509995,144.410004,109.052429,6822800
2010-12-02,144.330002,145.850006,144.300003,145.179993,109.633850,5374000
2010-12-03,144.250000,145.679993,144.250000,145.380005,109.784927,3710600
2010-12-06,144.539993,145.869995,144.520004,144.990005,109.490395,3321800
2010-12-07,146.020004,146.300003,143.869995,144.020004,108.757889,4828600
2010-12-08,144.350006,145.649994,143.839996,144.979996,109.482841,4961400
2010-12-09,145.940002,145.940002,143.520004,144.300003,108.969337,4405300
2010-12-10,144.880005,144.949997,143.729996,144.820007,109.362045,3503800
2010-12-13,145.139999,145.399994,144.210007,144.279999,108.954231,4741000
2010-12-14,144.259995,146.009995,144.259995,145.820007,110.117226,4800800
2010-12-15,145.130005,145.720001,144.309998,144.720001,109.286484,4447400
2010-12-16,144.839996,145.320007,144.149994,144.550003,109.158112,4178600
2010-12-17,144.690002,145.500000,144.399994,145.000000,109.497940,10027000
2010-12-20,145.389999,145.539993,144.389999,144.509995,109.127899,3995000
2010-12-21,144.990005,145.990005,144.330002,145.740005,110.056778,3777100
2010-12-22,145.660004,146.399994,145.580002,145.949997,110.215324,3388800
2010-12-23,145.889999,146.330002,145.330002,145.889999,110.170052,2424500
2010-12-27,145.119995,145.699997,145.000000,145.339996,109.754707,2314700
2010-12-28,145.309998,146.149994,145.059998,145.710007,110.034126,2699600
2010-12-29,146.000000,147.500000,145.710007,146.520004,110.645790,3661100
2010-12-30,146.360001,147.110001,146.250000,146.669998,110.759056,3039100
2010-12-31,146.729996,147.070007,145.960007,146.759995,110.827026,2969800
2011-01-03,147.210007,148.199997,147.139999,147.479996,111.370743,4603800
2011-01-04,147.559998,148.220001,146.639999,147.639999,111.491577,5060100
2011-01-05,147.339996,147.479996,146.729996,147.050003,111.046013,4657400
2011-01-06,147.130005,148.789993,146.820007,148.660004,112.261848,5029200
2011-01-07,148.789993,148.860001,146.940002,147.929993,111.710556,4135700
2011-01-10,147.580002,148.059998,147.229996,147.639999,111.491577,3633400
2011-01-11,148.199997,148.350006,146.750000,147.279999,111.219704,4163600
2011-01-12,147.990005,149.289993,147.669998,149.100006,112.594101,4091500
2011-01-13,149.240005,149.289993,148.250000,148.820007,112.382645,3445800
2011-01-14,148.889999,150.000000,148.470001,150.000000,113.273750,4544200
2011-01-18,149.820007,151.460007,149.380005,150.649994,113.764595,9176900
2011-01-19,153.259995,156.130005,152.830002,155.690002,117.570595,12141000
2011-01-20,154.529999,155.960007,154.449997,155.800003,117.653664,7439900
2011-01-21,156.399994,156.779999,154.960007,155.500000,117.427124,7009000
2011-01-24,155.419998,159.789993,155.330002,159.630005,120.545906,7285100
2011-01-25,159.210007,164.350006,159.000000,161.440002,121.912743,8260800
2011-01-26,161.669998,161.899994,160.419998,161.039993,121.610649,5353100
2011-01-27,161.429993,162.179993,160.860001,161.070007,121.633347,4878300
